date_time;site_name;posa_continent;user_location_country;user_location_region;user_location_city;orig_destination_distance;user_id;is_mobile;is_package;channel;srch_ci;srch_co;srch_adults_cnt;srch_children_cnt;srch_rm_cnt;srch_destination_id;srch_destination_type_id;is_booking;cnt;hotel_continent;hotel_country;hotel_market;hotel_cluster;before_ch;stay;month_ch;weekday_ch;month;weekday;quarter;day
2013-01-09 10:24:52;2;3;66;318;33796;;125389;0;1;9;2013-01-14 00:00:00;2013-01-17 00:00:00;1;0;1;27427;6;1;1;2;50;1356;7;4.0;3.0;1.0;0.0;1;2;1;9
2013-01-09 10:44:40;37;1;69;917;46289;;168211;0;0;5;2013-02-01 00:00:00;2013-02-07 00:00:00;1;1;1;8139;3;1;1;5;122;1462;90;22.0;6.0;2.0;4.0;1;2;1;9
2013-01-09 11:54:56;37;1;46;347;48707;4297.8536;729585;0;0;9;2013-01-29 00:00:00;2013-02-01 00:00:00;1;1;1;8229;1;1;1;2;50;678;91;19.0;3.0;1.0;1.0;1;2;1;9
2013-01-09 11:55:42;28;1;68;330;50512;;1037637;0;0;4;2013-03-24 00:00:00;2013-03-25 00:00:00;4;0;1;14984;1;1;1;2;50;1457;83;73.0;1.0;3.0;6.0;1;2;1;9
2013-01-09 12:10:56;37;1;69;664;47626;;70535;0;0;9;2013-03-04 00:00:00;2013-03-06 00:00:00;2;1;1;8251;1;1;1;4;93;2086;97;53.0;2.0;3.0;0.0;1;2;1;9
2013-01-09 12:16:35;37;1;69;664;47626;;70535;0;0;9;2013-02-27 00:00:00;2013-02-28 00:00:00;2;1;1;8251;1;1;1;4;93;2086;97;48.0;1.0;2.0;2.0;1;2;1;9
2013-01-09 12:26:00;11;3;205;354;10837;584.8856;807703;0;0;1;2013-04-18 00:00:00;2013-04-22 00:00:00;2;0;1;12190;6;1;1;2;50;637;41;98.0;4.0;4.0;3.0;1;2;1;9
2013-01-09 12:50:52;37;1;69;761;41949;;126096;0;1;0;2013-01-10 00:00:00;2013-01-11 00:00:00;1;0;1;8741;1;1;1;6;144;13;46;0.0;1.0;1.0;3.0;1;2;1;9
2013-01-09 13:30:41;28;1;68;229;26510;;1011187;0;0;9;2013-07-17 00:00:00;2013-07-20 00:00:00;2;1;1;12483;5;1;1;2;50;675;83;188.0;3.0;7.0;2.0;1;2;1;9
2013-01-09 15:02:23;6;0;66;293;54089;4956.8252;1038752;0;0;0;2013-01-19 00:00:00;2013-01-23 00:00:00;2;0;1;23269;1;1;1;4;124;1941;82;9.0;4.0;1.0;5.0;1;2;1;9
2013-01-09 15:47:42;37;1;69;761;41949;;821420;0;0;9;2013-01-30 00:00:00;2013-02-01 00:00:00;1;1;1;12579;5;1;1;5;203;254;25;20.0;2.0;1.0;2.0;1;2;1;9
2013-01-09 15:53:16;37;1;69;761;41949;;821420;0;0;9;2013-01-27 00:00:00;2013-01-30 00:00:00;1;1;1;559;3;1;2;5;39;803;78;17.0;3.0;1.0;6.0;1;2;1;9
2013-01-09 15:55:12;37;1;69;571;25292;;595636;0;0;1;2013-01-15 00:00:00;2013-01-16 00:00:00;1;0;1;12225;6;1;1;2;50;701;47;5.0;1.0;1.0;1.0;1;2;1;9
2013-01-09 16:30:58;2;3;66;442;15524;;504802;0;0;4;2013-07-13 00:00:00;2013-07-14 00:00:00;2;2;1;53275;4;1;1;2;50;701;41;184.0;1.0;7.0;5.0;1;2;1;9
2013-01-09 16:35:24;2;3;66;174;27251;149.0301;893492;0;0;9;2013-01-20 00:00:00;2013-01-22 00:00:00;1;0;1;24374;6;1;1;2;50;627;0;10.0;2.0;1.0;6.0;1;2;1;9
2013-01-09 16:57:52;13;1;46;157;34868;826.6443;785787;0;1;0;2013-02-07 00:00:00;2013-02-10 00:00:00;2;0;2;8821;1;1;1;6;17;30;46;28.0;3.0;2.0;3.0;1;2;1;9
2013-01-09 18:10:52;2;3;66;333;3067;1536.6405;651651;0;1;9;2013-02-22 00:00:00;2013-02-26 00:00:00;2;0;1;8825;3;1;1;4;8;111;31;43.0;4.0;2.0;4.0;1;2;1;9
2013-01-09 19:28:38;2;3;66;348;26235;;203543;0;1;9;2013-03-22 00:00:00;2013-03-28 00:00:00;2;2;1;14840;1;1;1;2;50;1629;90;71.0;6.0;3.0;4.0;1;2;1;9
2013-01-09 19:41:17;2;3;66;462;49272;2702.523;868541;0;0;0;2013-02-11 00:00:00;2013-02-15 00:00:00;2;0;1;8857;1;1;1;2;50;214;13;32.0;4.0;2.0;0.0;1;2;1;9
2013-01-09 20:19:26;2;3;66;174;21177;93.6073;677547;1;0;9;2013-02-28 00:00:00;2013-03-02 00:00:00;2;1;1;3744;1;1;1;2;50;1630;13;49.0;2.0;2.0;3.0;1;2;1;9
2013-01-09 20:20:50;37;1;69;811;16287;;633893;0;1;2;2013-04-18 00:00:00;2013-04-22 00:00:00;2;0;1;8213;1;1;1;6;68;275;2;98.0;4.0;4.0;3.0;1;2;1;9
2013-01-09 20:24:33;28;1;68;480;8834;;989350;0;1;0;2013-04-29 00:00:00;2013-05-02 00:00:00;4;0;2;8253;1;1;1;6;70;19;95;109.0;3.0;4.0;0.0;1;2;1;9
2013-01-09 20:48:59;2;3;66;189;38626;20.6971;147258;0;0;9;2013-01-10 00:00:00;2013-01-13 00:00:00;2;0;1;3848;3;1;1;2;50;493;6;0.0;3.0;1.0;3.0;1;2;1;9
2013-01-09 21:14:02;2;3;66;447;902;1970.435;140518;0;0;9;2013-01-23 00:00:00;2013-01-25 00:00:00;2;0;1;45626;6;1;1;2;50;675;69;13.0;2.0;1.0;2.0;1;2;1;9
2013-01-09 21:40:11;2;3;66;322;44140;262.7804;679723;0;0;1;2013-01-21 00:00:00;2013-01-23 00:00:00;1;0;1;42630;3;1;1;2;50;637;95;11.0;2.0;1.0;0.0;1;2;1;9
2013-01-09 21:43:11;2;3;66;346;31371;252.6837;950998;0;0;5;2013-01-25 00:00:00;2013-01-27 00:00:00;2;1;1;12256;6;1;1;2;50;659;99;15.0;2.0;1.0;4.0;1;2;1;9
2013-01-09 22:04:45;2;3;66;321;42936;;81109;0;0;9;2013-02-24 00:00:00;2013-02-26 00:00:00;1;0;1;12010;1;1;1;2;50;723;10;45.0;2.0;2.0;6.0;1;2;1;9
2013-01-09 22:49:10;2;3;66;174;1271;321.8817;442317;0;0;9;2013-01-11 00:00:00;2013-01-13 00:00:00;2;0;1;12603;5;1;1;2;50;365;4;1.0;2.0;1.0;4.0;1;2;1;9
2013-01-09 23:40:33;2;3;66;174;31320;218.6587;1045599;0;0;9;2013-01-26 00:00:00;2013-01-28 00:00:00;6;1;3;8250;1;1;1;2;50;628;54;16.0;2.0;1.0;5.0;1;2;1;9
2013-01-10 08:45:47;2;3;66;311;48943;1160.1342;1007918;0;0;9;2013-01-23 00:00:00;2013-01-25 00:00:00;1;0;1;8268;1;1;1;2;50;682;18;12.0;2.0;1.0;2.0;1;3;1;10
2013-01-10 10:44:23;2;3;66;337;6599;25.9313;302986;0;1;9;2013-04-25 00:00:00;2013-04-28 00:00:00;2;0;1;8267;1;1;1;2;50;675;4;104.0;3.0;4.0;3.0;1;3;1;10
2013-01-10 11:29:01;37;1;69;761;41949;;821420;0;0;9;2013-01-16 00:00:00;2013-01-17 00:00:00;1;0;1;12926;5;1;1;6;15;38;59;5.0;1.0;1.0;2.0;1;3;1;10
2013-01-10 11:43:56;2;3;80;38;52486;;512343;1;1;9;2013-01-12 00:00:00;2013-01-16 00:00:00;2;0;1;468;1;1;1;3;48;153;64;1.0;4.0;1.0;5.0;1;3;1;10
2013-01-10 12:41:18;2;3;66;462;11417;884.7475;365730;0;0;9;2013-04-19 00:00:00;2013-04-20 00:00:00;2;2;1;12206;6;1;1;2;50;628;1;98.0;1.0;4.0;4.0;1;3;1;10
2013-01-10 12:44:25;2;3;66;462;11417;966.3903;365730;0;0;9;2013-04-18 00:00:00;2013-04-19 00:00:00;2;2;1;44976;1;1;1;2;50;1633;6;97.0;1.0;4.0;3.0;1;3;1;10
2013-01-10 13:29:09;2;3;66;447;47781;;675298;0;1;0;2013-02-01 00:00:00;2013-02-03 00:00:00;2;0;1;8250;1;1;1;2;50;628;88;21.0;2.0;2.0;4.0;1;3;1;10
2013-01-10 13:30:06;2;3;66;174;37838;722.034;847852;0;0;9;2013-01-27 00:00:00;2013-01-28 00:00:00;1;0;1;12273;6;1;1;2;50;663;51;16.0;1.0;1.0;6.0;1;3;1;10
2013-01-10 13:35:47;2;3;66;351;7929;3948.4762;517521;0;0;0;2013-02-24 00:00:00;2013-03-01 00:00:00;1;1;1;8253;1;1;1;6;70;19;21;44.0;5.0;2.0;6.0;1;3;1;10
2013-01-10 13:40:39;8;4;77;824;15015;4866.7745;1011726;0;0;0;2013-03-08 00:00:00;2013-03-10 00:00:00;2;0;1;43204;6;1;1;3;106;106;9;56.0;2.0;3.0;4.0;1;3;1;10
2013-01-10 14:23:14;2;3;66;448;53078;2414.9622;1056283;0;0;9;2013-02-04 00:00:00;2013-02-07 00:00:00;1;0;1;12836;5;1;1;2;50;1241;94;24.0;3.0;2.0;0.0;1;3;1;10
2013-01-10 14:47:56;2;3;66;363;38035;58.5604;529005;0;0;9;2013-01-22 00:00:00;2013-01-23 00:00:00;1;0;1;24919;6;1;1;2;50;676;48;11.0;1.0;1.0;1.0;1;3;1;10
2013-01-10 15:20:38;37;1;69;918;34007;;584188;1;1;0;2013-02-21 00:00:00;2013-02-26 00:00:00;2;0;1;8250;1;1;1;2;50;628;84;41.0;5.0;2.0;3.0;1;3;1;10
2013-01-10 16:04:44;2;3;66;254;46142;736.2199;23532;0;0;2;2013-02-04 00:00:00;2013-02-07 00:00:00;2;0;1;3414;3;1;1;2;50;350;48;24.0;3.0;2.0;0.0;1;3;1;10
2013-01-10 18:30:08;37;1;69;923;23649;;2140;1;0;0;2013-04-06 00:00:00;2013-04-07 00:00:00;5;2;3;22494;6;1;1;6;204;1776;43;85.0;1.0;4.0;5.0;1;3;1;10
2013-01-10 18:46:43;2;3;66;442;46296;221.2668;378081;0;0;9;2013-01-12 00:00:00;2013-01-13 00:00:00;2;0;1;26975;6;1;1;2;50;712;47;1.0;1.0;1.0;5.0;1;3;1;10
2013-01-10 19:03:40;2;3;66;184;2037;582.1862;178532;0;0;9;2013-01-21 00:00:00;2013-01-22 00:00:00;1;0;1;23682;6;1;1;2;50;659;54;10.0;1.0;1.0;0.0;1;3;1;10
2013-01-10 21:16:09;11;3;66;226;42300;1745.5305;667413;1;0;0;2013-01-22 00:00:00;2013-01-24 00:00:00;1;0;1;8250;1;1;1;2;50;628;45;11.0;2.0;1.0;1.0;1;3;1;10
2013-01-11 00:51:27;37;1;3;48;29442;;343980;0;1;1;2013-03-14 00:00:00;2013-03-16 00:00:00;1;0;1;8242;1;1;1;3;171;61;21;61.0;2.0;3.0;3.0;1;4;1;11
2013-01-11 03:20:16;2;3;70;47;14566;;772192;1;0;1;2013-01-16 00:00:00;2013-01-17 00:00:00;1;0;1;20479;6;1;1;3;182;46;95;4.0;1.0;1.0;2.0;1;4;1;11
2013-01-11 05:58:24;2;3;66;442;28620;6935.6916;858394;0;0;9;2013-01-30 00:00:00;2013-02-02 00:00:00;1;0;1;20324;6;1;1;3;126;232;64;18.0;3.0;1.0;2.0;1;4;1;11
2013-01-11 06:09:04;2;3;66;442;28620;7819.0179;858394;0;0;9;2013-01-27 00:00:00;2013-01-30 00:00:00;1;0;1;8822;1;1;1;3;130;91;58;15.0;3.0;1.0;6.0;1;4;1;11
